"year","unitid","inst_name","state_name","inst_control","cc_basic_2015","default_rate","completion_rate_150pct"
"2015","157809","Thomas More College","Kentucky","Private not-for-profit","Master's colleges & universities: small programs","0.072","0.505"
"2015","157818","Transylvania University","Kentucky","Private not-for-profit","Baccalaureate colleges: arts & sciences focus","0.026","0.746"
"2015","157863","Union College","Kentucky","Private not-for-profit","Master's colleges & universities: medium programs","0.116","0.27"
"2015","157951","Western Kentucky University","Kentucky","Public","Master's colleges & universities: larger programs","0.113","0.445"
"2015","260947","Christian Life College","Illinois","Private not-for-profit","Special focus four-year: faith-related institutions","0.1","0.333"
"2015","260956","Knowledge Systems Institute","Illinois","Private not-for-profit","Special focus four-year: other technology-related schools","",""
"2015","409254","Erikson Institute","Illinois","Private not-for-profit","Special focus four-year: other special focus institutions","0.01",""
"2015","443030","NorthShore University HealthSystem School of Nurse Anesthesia","Illinois","Private not-for-profit","Not applicable","",""
"2015","443702","Bexley Hall Seabury Western Theological Seminary Federation, Inc.","Illinois","Private not-for-profit","Special focus four-year: faith-related institutions","0",""
"2015","445054","Toyota Technological Institute at Chicago","Illinois","Private not-for-profit","Not applicable","",""
"2015","461759","Simmons College of Kentucky","Kentucky","Private not-for-profit","Special focus four-year: faith-related institutions","",""
"2015","483984","Morthland College","Illinois","Private not-for-profit","Not applicable","",""
"2014","142832","Adler University","Illinois","Private not-for-profit","","0.011",""
"2014","143048","School of the Art Institute of Chicago","Illinois","Private not-for-profit","","0.072","0.625"
"2014","143084","Augustana College","Illinois","Private not-for-profit","","0.027","0.76"
"2014","143118","Aurora University","Illinois","Private not-for-profit","","0.037","0.557"
"2014","143288","Blackburn College","Illinois","Private not-for-profit","","0.127","0.418"
"2014","143297","Blessing Rieman College of Nursing","Illinois","Private not-for-profit","","0.014",""
"2014","143358","Bradley University","Illinois","Private not-for-profit","","0.021","0.738"
"2014","143659","Catholic Theological Union at Chicago","Illinois","Private not-for-profit","","0",""
"2014","143853","Midwestern University-Downers Grove","Illinois","Private not-for-profit","","0.002",""
"2014","143978","The Chicago School of Professional Psychology at Chicago","Illinois","Private not-for-profit","","0.036",""
"2014","144005","Chicago State University","Illinois","Public","","0.134","0.11"
"2014","144014","Chicago Theological Seminary","Illinois","Private not-for-profit","","0.027",""
"2014","144050","University of Chicago","Illinois","Private not-for-profit","","0.014","0.917"
"2014","144281","Columbia College-Chicago","Illinois","Private not-for-profit","","0.103","0.419"
"2014","144351","Concordia University-Chicago","Illinois","Private not-for-profit","","0.034","0.499"
"2014","144740","DePaul University","Illinois","Private not-for-profit","","0.043","0.729"
"2014","144883","East-West University","Illinois","Private not-for-profit","","0.176","0.084"
"2014","144892","Eastern Illinois University","Illinois","Public","","0.055","0.577"
"2014","144962","Elmhurst College","Illinois","Private not-for-profit","","0.025","0.668"
"2014","144971","Eureka College","Illinois","Private not-for-profit","","0.061","0.51"
"2014","145275","Garrett-Evangelical Theological Seminary","Illinois","Private not-for-profit","","0.04",""
"2014","145336","Governors State University","Illinois","Public","","0.04",""
"2014","145372","Greenville College","Illinois","Private not-for-profit","","0.053","0.565"
"2014","145497","Hebrew Theological College","Illinois","Private not-for-profit","","0.038","0.136"
"2014","145558","Rosalind Franklin University of Medicine and Science","Illinois","Private not-for-profit","","0.005",""
"2014","145600","University of Illinois at Chicago","Illinois","Public","","0.032","0.598"
"2014","145619","Benedictine University","Illinois","Private not-for-profit","","0.044","0.534"
"2014","145628","Illinois College of Optometry","Illinois","Private not-for-profit","","0.008",""
"2014","145637","University of Illinois at Urbana-Champaign","Illinois","Public","","0.021","0.852"
"2014","145646","Illinois Wesleyan University","Illinois","Private not-for-profit","","0.022","0.83"
"2014","145691","Illinois College","Illinois","Private not-for-profit","","0.05","0.714"
"2014","145725","Illinois Institute of Technology","Illinois","Private not-for-profit","","0.026","0.726"
"2014","145813","Illinois State University","Illinois","Public","","0.028","0.731"
"2014","145886","Institute for Clinical Social Work","Illinois","Private not-for-profit","","0.075",""
"2014","146241","The John Marshall Law School","Illinois","Private not-for-profit","","0.018",""
"2014","146339","Judson University","Illinois","Private not-for-profit","","0.042","0.525"
"2014","146427","Knox College","Illinois","Private not-for-profit","","0.033","0.774"
"2014","146481","Lake Forest College","Illinois","Private not-for-profit","","0.05","0.723"
"2014","146490","Lake Forest Graduate School of Management","Illinois","Private not-for-profit","","0.02",""
"2014","146533","Lakeview College of Nursing","Illinois","Private not-for-profit","","0.025",""
"2014","146612","Lewis University","Illinois","Private not-for-profit","","0.04","0.665"
"2014","146621","Lexington College","Illinois","Private not-for-profit","","",""
"2014","146667","Lincoln Christian University","Illinois","Private not-for-profit","","0.061","0.606"
"2014","146676","Lincoln College","Illinois","Private not-for-profit","","0.102","0.324"
"2014","146719","Loyola University Chicago","Illinois","Private not-for-profit","","0.033","0.737"
"2014","146728","Lutheran School of Theology at Chicago","Illinois","Private not-for-profit","","0.048",""
"2014","146755","Trinity College of Nursing & Health Sciences","Illinois","Private not-for-profit","","0.02","0.75"
"2014","146825","MacMurray College","Illinois","Private not-for-profit","","0.108","0.333"
"2014","146977","McCormick Theological Seminary","Illinois","Private not-for-profit","","0.06",""
"2014","147013","McKendree University","Illinois","Private not-for-profit","","0.062","0.557"
"2014","147031","Meadville Lombard Theological School","Illinois","Private not-for-profit","","0.069",""
"2014","147129","Methodist College","Illinois","Private not-for-profit","","0.03",""
"2014","147244","Millikin University","Illinois","Private not-for-profit","","0.071","0.601"
"2014","147341","Monmouth College","Illinois","Private not-for-profit","","0.064","0.577"
"2014","147369","Moody Bible Institute","Illinois","Private not-for-profit","","","0.686"
"2014","147536","National Louis University","Illinois","Private not-for-profit","","0.036",""
"2014","147590","National University of Health Sciences","Illinois","Private not-for-profit","","0.036",""
"2014","147660","North Central College","Illinois","Private not-for-profit","","0.033","0.672"
"2014","147679","North Park University","Illinois","Private not-for-profit","","0.052","0.525"
"2014","147697","Northern Baptist Theological Seminary","Illinois","Private not-for-profit","","0",""
"2014","147703","Northern Illinois University","Illinois","Public","","0.069","0.503"
"2014","147767","Northwestern University","Illinois","Private not-for-profit","","0.01","0.928"
